#timestamp x y z q_x q_y q_z q_w
1710845552.299439 -0.000183289031906 0.000615953437345 -0.002642219178912 0.002095603517333 0.000095970393401 0.000056776121709 0.999997798003603
1710845553.299801 -0.005334377816662 -0.000955068643276 0.009494150263983 0.001992000472313 0.000841101790958 0.000035958570982 0.999997661591704
1710845554.299801 -0.003551903409189 -0.005047301774439 0.009660019128195 0.001797356107177 0.001033936601570 0.000153921472295 0.999997838394818
1710845555.299619 -0.002939209027856 -0.002675181142077 0.008289018234417 0.002042560785565 0.000646042436075 0.000052547751820 0.999997703904035
1710845556.299327 -0.000440144146202 -0.003940398158039 0.008400739482135 0.001923534462894 0.000507112688765 0.000141710365923 0.999998011383054
1710845557.299314 -0.001920228435761 -0.004440576918478 0.005962528409987 0.001464147240670 0.000919407384794 0.000151003853583 0.999998494079244
1710845558.299265 0.002089711763411 -0.002575918947294 0.006432017666406 0.002010001380334 0.000613439951923 -0.000056650362693 0.999997790185865
1710845559.299648 -0.000488752294470 -0.001111667997082 0.007872409214338 0.002636650610225 0.000680904023945 0.009936104214099 0.999946927729825
1710845560.299642 0.001844176494064 0.000923971349301 0.007524778044635 0.002370231691289 0.000608546190265 0.009626058590369 0.999950674118118
1710845561.299611 0.000568737537167 -0.003856877400636 0.007665450923570 0.002401539497393 0.000081742730740 0.010548518052780 0.999941475633979
1710845562.299623 0.001587066954212 -0.002099226494821 0.009247334828394 0.002514712987060 0.000418823360709 0.009330751133966 0.999953217850146
1710845563.299809 0.002767708791243 -0.003677799271650 0.008898492835349 0.003291219814249 0.002606503558860 0.009285202650188 0.999948078163600
1710845564.299777 0.000716966104934 -0.004070027693710 0.006772352337955 0.004270900775234 0.001039422420767 0.009422504548708 0.999945946246910
1710845565.299782 0.002321360560636 -0.007576057196689 0.005480146754567 0.004426390421138 0.000306771762201 0.010864322359872 0.999931137358261
1710845566.299317 0.000717685446065 -0.004056510538761 0.006586597510403 0.004480014077687 0.000457103292700 0.011003393619810 0.999929320431845
1710845567.299311 -0.069659174555662 0.051791581341485 0.011537247592745 0.008194948269192 -0.002846321213138 0.181446028893529 0.983362639048884
1710845568.299440 -0.008008041277466 -0.015845734868877 0.012136901609254 0.003376622847595 -0.003410059875084 0.147285352457591 0.989082400440548
1710845569.299816 -0.023042212375808 0.015204730917624 0.022495892727398 0.005794977241276 -0.003831487498292 0.148655825793326 0.988864593056111
1710845570.299627 -0.120784589867861 0.007195971678899 0.000368048424297 0.008491722873867 -0.003049173497636 0.175571388216625 0.984425355638152
1710845571.299764 -0.117021730908710 -0.008001100428802 0.031356733130731 0.006217492374998 -0.004030467898099 0.162178589225318 0.986733603012472
1710845572.299334 -0.118539783496325 -0.001486219691133 0.024170802854525 0.062886620033112 0.002312596744196 0.125979022287937 0.990034954362968
1710845573.299322 -0.119213673078343 -0.017492256702210 0.013512125092448 0.081098165365982 0.003090383033294 0.194674656733666 0.977504636885477
1710845574.299812 -0.118273720739972 -0.022489027954289 0.093038567029701 0.051386998190199 -0.075850500392402 0.255562107005159 0.962441731987089
1710845575.299789 -0.162914609094835 -0.155224807468156 0.283792801716404 -0.029759170490101 -0.067946597342542 0.428881466944718 0.900310134893892
1710845576.299773 -0.159937423235021 -0.448665783346981 0.190726029471016 0.033048112421935 -0.071475604174603 0.337768314382578 0.937929435550657
1710845577.299749 -0.029316454392409 -0.599770897702392 0.219433168812308 0.039641386720752 -0.097538353937077 0.541935235471857 0.833799154787389
1710845578.299300 0.203402303716417 -0.566539604532412 0.280683074475988 0.045997017330460 -0.085920718130750 0.695125534935116 0.712251637606939
1710845579.299296 0.262855896333101 -0.531104331118309 0.241583653909323 0.006272221490347 -0.077985025239048 0.758166972442740 0.647349856702735
1710845580.299618 0.274313341037573 -0.493968952129585 0.219695584458448 -0.003730947159451 -0.076051259189884 0.762252629839716 0.642785511902193
1710845581.299479 0.281012792760872 -0.509985591597092 0.234574938813957 -0.012139644278907 -0.088611956238646 0.753736600752188 0.651061968582776
1710845582.299468 0.261202728730072 -0.544742666795386 0.245814638035415 -0.016360795666260 -0.084161073455155 0.729169476294193 0.678941170441810
1710845583.299492 0.239692114589413 -0.562190650195034 0.271495921767176 -0.018829457422111 -0.093355488536262 0.730095950996200 0.676675776596369
1710845584.299463 0.373102846269156 -0.466791109670770 0.226737867080799 -0.030343367375038 -0.060168945602091 0.853562691818008 0.516613694338305
1710845585.299807 0.974058395061184 -0.686069996407412 0.172217135590981 -0.019869947203618 -0.065122491298505 0.915058451476952 0.397532736646687
1710845586.299753 1.431828684408237 -0.924740574666913 0.139630085293843 0.029869846527904 -0.048053067985286 0.914491440408300 0.400629629889696
1710845587.299330 1.884357773505899 -1.257025182894242 0.142351307470186 0.031691112661811 -0.074244481098255 0.911314913269906 0.403718415800632
1710845588.299648 2.309618658255079 -1.771975892303491 0.135161273138981 0.072281599959842 -0.064970073898619 0.877680625714852 0.469287735882412
1710845589.299615 2.817220594737548 -2.058939548783900 0.123357171558338 0.008927482636477 -0.073637094253995 0.926307253106561 0.369395115351816
1710845590.299289 3.383798726062368 -2.360507326160427 0.146074375445856 0.006411829571508 -0.032192599797763 0.946945729003746 0.319712857547787
1710845591.299646 4.116050847345376 -2.628541771203522 0.121000305949399 -0.004007588015694 -0.035435381958024 0.958306189504451 0.283509294558827
1710845592.299274 4.883963329524740 -2.983862133145576 0.119732710078292 -0.002745208747673 -0.036249448995250 0.956869138592816 0.288235828593730
1710845593.299475 5.598324598978117 -3.342936949100454 0.109357279085622 -0.004035544891153 -0.043912753020917 0.957538296229086 0.284913663684727
1710845594.299587 6.279332623534776 -3.670554035983959 0.060177508313967 0.003970447278807 -0.051458643463383 0.954396065748134 0.294048283868139
1710845595.299802 6.962844592283841 -3.939279375140694 0.051446521382310 0.015467926206671 -0.060143375228547 0.960286549867498 0.272017021192721
1710845596.299345 7.521342877946588 -3.964497639903707 0.014307604838296 0.014496931351225 -0.051651250154920 0.940358028657768 0.335929702880988
1710845597.299305 8.060106938097048 -4.272039893288241 0.013452272069578 -0.011470793705640 -0.054992692867601 0.955311558214290 0.290213802850792
1710845598.299294 8.644443797080555 -4.662709808234526 0.010832150613913 0.021798946700452 -0.062758381354627 0.954424013991502 0.290965621695843
1710845599.299669 9.256971817874048 -5.100528243893287 -0.019253097982691 0.033019720403545 -0.043564276152124 0.965021994717496 0.256406711338214
1710845600.299438 9.840017854307389 -5.487031023946850 -0.056095862449039 0.017750968925045 -0.036748030571068 0.976305085321718 0.212515565844773
1710845601.299652 10.452497152003064 -6.039221720462792 -0.051101818781634 -0.026129250440371 -0.079599781120848 0.973045801376003 0.214855778468882
1710845602.299785 11.034807988626067 -6.434960558205096 -0.035850074127226 0.019723634304962 -0.066915465140412 0.957869237597911 0.278603342475361
1710845603.299331 11.572811171717754 -6.847300913059452 -0.037829458708455 0.030927364903204 -0.069416791156064 0.956609080751402 0.281289661789580
1710845604.299327 12.036124601394837 -7.355767806758071 -0.058552408113612 0.014466983156890 -0.073888658480729 0.956615708469829 0.281456140197765
1710845605.299458 12.572212868688940 -7.843031088797320 -0.108785387738286 0.026897672469954 -0.052662448018827 0.945393656010684 0.320521476595744
1710845606.299437 13.048820509599192 -8.223154029926157 -0.092493909072352 0.005023858577597 -0.072142108723039 0.964953641480468 0.252259284839169
1710845607.299338 13.618018412169784 -8.680788102493409 -0.120456894656025 -0.030821079095022 -0.057016556615914 0.957331031414970 0.281631798000567
1710845608.299311 14.214615489825661 -9.208715255350823 -0.142643666042439 -0.002847178116006 -0.094874938651573 0.942419679293946 0.320680195322585
1710845609.299604 14.723151383436122 -9.630684017018753 -0.164674032700012 -0.008835196851572 -0.073753396506676 0.950524383402142 0.301638479571658
1710845610.299293 15.264897525872259 -10.073091569514498 -0.201147655754724 -0.010777591995205 -0.089942718058375 0.947702398809770 0.306029923813447
1710845611.299631 15.798250895822653 -10.531677940954175 -0.205488252384159 -0.008246647786249 -0.050827672641654 0.956295747229747 0.287831520727705
1710845612.299309 16.330320844154798 -11.046835501472305 -0.253944112870952 -0.032949756713571 -0.047567204987108 0.934999331307605 0.349897020559711
1710845613.299293 16.934371524908354 -11.567104156862158 -0.308965094259271 0.025732998821910 -0.098744466088127 0.916752383671311 0.386202550770411
1710845614.299664 17.572829208576461 -12.031514862661602 -0.324544843482316 0.003827712797497 -0.079963992072527 0.909326201703222 0.408309891482629
1710845615.299621 18.137010879109475 -12.445166621715286 -0.287415374066857 0.009289397410592 -0.054609170217704 0.929346320764075 0.365030083289252
1710845616.299583 18.654891035228395 -12.923135157974468 -0.294624384822429 0.020534756142108 -0.075256417163163 0.925885046707660 0.369664274374875
1710845617.299415 19.155312592729473 -13.457804218305288 -0.329022951307041 -0.002865564999642 -0.046814756750193 0.911098759046828 0.409510950221095
1710845618.299806 19.670677840932477 -14.004495860640139 -0.371268289463245 -0.044952393299900 -0.043821277730144 0.925692127131845 0.373032255603759
1710845619.299756 20.231550117223158 -14.340931881806544 -0.323442861865462 -0.042723297822660 -0.126798679257902 0.931273734984252 0.338859919863783
